date,season_year,team,opponent,goals_scored,goals_conceded,shots,shots_on_target,corners,fouls,yellow_cards,red_cards,points,home_away,goal_difference,shot_conversion_rate,efficiency_score
2001-01-31,2001,Southampton,Leicester,1,0,10,5,3,14,0,0,3,Home,1,0.2,1.4
2001-01-31,2001,Sunderland,Man United,0,1,9,2,3,15,2,2,0,Home,-1,0.0,0.4444444444444444
2001-01-31,2001,West Ham,Tottenham,0,0,17,6,9,9,1,0,1,Home,0,0.0,0.7058823529411765
2001-02-03,2001,Bradford,Aston Villa,0,3,9,2,3,14,2,0,0,Home,-3,0.0,0.4444444444444444
2001-02-03,2001,Coventry,Arsenal,0,1,12,4,3,13,3,0,0,Home,-1,0.0,0.6666666666666666
2001-02-03,2001,Derby,Sunderland,1,0,9,3,3,16,7,0,3,Home,1,0.3333333333333333,1.1111111111111112
2001-02-03,2001,Ipswich,Leeds,1,2,11,6,3,10,1,1,0,Home,-1,0.16666666666666666,1.4545454545454546
2001-02-03,2001,Leicester,Chelsea,2,1,10,5,2,7,0,0,3,Home,1,0.4,1.8
2001-02-03,2001,Liverpool,West Ham,3,0,14,10,5,9,0,0,3,Home,3,0.3,2.2857142857142856
2001-02-03,2001,Man United,Everton,1,0,8,1,2,8,0,0,3,Home,1,1.0,0.75
2001-02-03,2001,Middlesbrough,Man City,1,1,14,6,4,12,0,1,1,Home,0,0.16666666666666666,1.1428571428571428
2001-02-03,2001,Tottenham,Charlton,0,0,9,3,2,17,2,0,1,Home,0,0.0,0.6666666666666666
2001-02-07,2001,Everton,Leeds,2,2,7,4,4,18,2,0,1,Home,0,0.5,2.2857142857142856
2001-02-10,2001,Arsenal,Ipswich,1,0,17,10,11,16,2,0,3,Home,1,0.1,1.411764705882353
2001-02-10,2001,Aston Villa,Middlesbrough,1,1,15,4,7,11,1,0,1,Home,0,0.25,0.8
2001-02-10,2001,Chelsea,Man United,1,1,8,4,3,16,0,0,1,Home,0,0.25,1.5
2001-02-10,2001,Everton,Leicester,2,1,9,6,7,12,3,0,3,Home,1,0.3333333333333333,2.2222222222222223
2001-02-10,2001,Leeds,Derby,0,0,12,6,17,11,2,0,1,Home,0,0.0,1.0
2001-02-10,2001,Man City,Tottenham,0,1,11,4,7,17,1,0,0,Home,-1,0.0,0.7272727272727273
2001-02-10,2001,Southampton,Bradford,2,0,12,6,8,9,0,0,3,Home,2,0.3333333333333333,1.6666666666666667
2001-02-10,2001,Sunderland,Liverpool,1,1,9,6,9,15,5,0,1,Home,0,0.16666666666666666,1.7777777777777777
2001-02-11,2001,Charlton,Newcastle,2,0,11,4,4,10,2,0,3,Home,2,0.5,1.4545454545454546
2001-02-12,2001,West Ham,Coventry,1,1,21,9,5,13,2,0,1,Home,0,0.1111111111111111,1.0476190476190477
2001-02-24,2001,Bradford,West Ham,1,2,15,5,7,9,1,0,0,Home,-1,0.2,0.9333333333333333
2001-02-24,2001,Coventry,Charlton,2,2,17,7,3,15,0,0,1,Home,0,0.2857142857142857,1.2941176470588236
2001-02-24,2001,Derby,Aston Villa,1,0,9,5,1,9,1,0,3,Home,1,0.2,1.5555555555555556
2001-02-24,2001,Ipswich,Everton,2,0,12,6,3,11,1,0,3,Home,2,0.3333333333333333,1.6666666666666667
2001-02-24,2001,Leicester,Sunderland,2,0,11,7,6,13,0,0,3,Home,2,0.2857142857142857,2.0
2001-02-24,2001,Middlesbrough,Southampton,0,1,11,6,3,9,1,0,0,Home,-1,0.0,1.0909090909090908
2001-02-24,2001,Newcastle,Man City,0,1,10,3,5,18,1,0,0,Home,-1,0.0,0.6
2001-02-24,2001,Tottenham,Leeds,1,2,13,4,5,16,2,0,0,Home,-1,0.25,0.9230769230769231
2001-02-25,2001,Man United,Arsenal,6,1,16,9,3,10,0,0,3,Home,5,0.6666666666666666,2.625
2001-03-03,2001,Arsenal,West Ham,3,0,16,6,5,19,2,0,3,Home,3,0.5,1.5
2001-03-03,2001,Coventry,Chelsea,0,0,17,10,5,13,2,0,1,Home,0,0.0,1.1764705882352942
2001-03-03,2001,Derby,Tottenham,2,1,8,4,6,20,2,0,3,Home,1,0.5,2.0
2001-03-03,2001,Everton,Newcastle,1,1,16,6,4,13,1,0,1,Home,0,0.16666666666666666,1.0
2001-03-03,2001,Leeds,Man United,1,1,18,10,14,25,3,0,1,Home,0,0.1,1.3333333333333333
2001-03-03,2001,Leicester,Liverpool,2,0,9,7,4,9,1,0,3,Home,2,0.2857142857142857,2.4444444444444446
2001-03-03,2001,Man City,Southampton,0,1,15,7,5,15,1,0,0,Home,-1,0.0,0.9333333333333333
2001-03-03,2001,Middlesbrough,Charlton,0,0,8,2,4,13,1,0,1,Home,0,0.0,0.5
2001-03-04,2001,Ipswich,Bradford,3,1,21,8,7,13,0,0,3,Home,2,0.375,1.3333333333333333
2001-03-05,2001,Sunderland,Aston Villa,1,1,18,12,5,17,1,0,1,Home,0,0.08333333333333333,1.5555555555555556
2001-03-07,2001,West Ham,Chelsea,0,2,7,2,1,12,2,0,0,Home,-2,0.0,0.5714285714285714
2001-03-10,2001,Aston Villa,Ipswich,2,1,9,5,6,15,1,0,3,Home,1,0.4,2.0
2001-03-17,2001,Bradford,Man City,2,2,16,7,3,13,2,0,1,Home,0,0.2857142857142857,1.375
2001-03-17,2001,Charlton,Leeds,1,2,7,3,2,19,3,0,0,Home,-1,0.3333333333333333,1.4285714285714286
2001-03-17,2001,Chelsea,Sunderland,2,4,14,6,4,15,0,0,0,Home,-2,0.3333333333333333,1.4285714285714286
2001-03-17,2001,Man United,Leicester,2,0,19,8,14,11,1,0,3,Home,2,0.25,1.263157894736842
2001-03-17,2001,Newcastle,Middlesbrough,1,2,16,5,5,14,0,0,0,Home,-1,0.2,0.875
2001-03-17,2001,Southampton,Everton,1,0,17,5,6,13,1,0,3,Home,1,0.2,0.8235294117647058
2001-03-17,2001,Tottenham,Coventry,3,0,12,4,5,13,0,0,3,Home,3,0.75,1.6666666666666667
2001-03-17,2001,West Ham,Ipswich,0,1,5,2,4,14,0,0,0,Home,-1,0.0,0.8
2001-03-18,2001,Aston Villa,Arsenal,0,0,4,2,3,16,2,0,1,Home,0,0.0,1.0
2001-03-18,2001,Liverpool,Derby,1,1,18,8,9,11,2,0,1,Home,0,0.125,1.1111111111111112
2001-03-31,2001,Arsenal,Tottenham,2,0,25,19,12,5,0,0,3,Home,2,0.10526315789473684,1.84
2001-03-31,2001,Bradford,Newcastle,2,2,22,8,10,17,0,0,1,Home,0,0.25,1.0909090909090908
2001-03-31,2001,Chelsea,Middlesbrough,2,1,17,5,4,19,2,0,3,Home,1,0.4,1.0588235294117647
2001-03-31,2001,Coventry,Derby,2,0,12,7,9,12,0,1,3,Home,2,0.2857142857142857,1.8333333333333333
2001-03-31,2001,Liverpool,Man United,2,0,15,6,6,8,1,1,3,Home,2,0.3333333333333333,1.3333333333333333
2001-03-31,2001,Man City,Aston Villa,1,3,12,6,9,18,6,1,0,Home,-2,0.16666666666666666,1.3333333333333333
2001-03-31,2001,Sunderland,Leeds,0,2,14,8,8,17,2,0,0,Home,-2,0.0,1.1428571428571428
2001-03-31,2001,West Ham,Everton,0,2,17,6,8,16,3,1,0,Home,-2,0.0,0.7058823529411765
2001-04-01,2001,Charlton,Leicester,2,0,16,9,6,12,2,0,3,Home,2,0.2222222222222222,1.625
2001-04-02,2001,Southampton,Ipswich,0,3,11,3,6,17,2,0,0,Home,-3,0.0,0.5454545454545454
2001-04-04,2001,Aston Villa,Leicester,2,1,9,5,10,11,2,0,3,Home,1,0.4,2.0
2001-04-07,2001,Aston Villa,West Ham,2,2,6,4,5,5,1,0,1,Home,0,0.5,2.6666666666666665
2001-04-07,2001,Derby,Chelsea,0,4,3,2,1,13,1,0,0,Home,-4,0.0,1.3333333333333333
2001-04-07,2001,Leeds,Southampton,2,0,15,7,10,10,0,0,3,Home,2,0.2857142857142857,1.4666666666666666
2001-04-07,2001,Leicester,Coventry,1,3,9,4,4,9,3,0,0,Home,-2,0.25,1.3333333333333333
2001-04-08,2001,Everton,Man City,3,1,11,7,8,17,0,1,3,Home,2,0.42857142857142855,2.3636363636363638
2001-04-09,2001,Middlesbrough,Sunderland,0,0,12,6,3,22,5,1,1,Home,0,0.0,1.0
2001-04-10,2001,Ipswich,Liverpool,1,1,8,5,6,10,0,0,1,Home,0,0.2,1.75
2001-04-10,2001,Man United,Charlton,2,1,23,8,12,8,1,0,3,Home,1,0.25,1.0434782608695652
2001-04-10,2001,Tottenham,Bradford,2,1,17,13,5,13,1,0,3,Home,1,0.15384615384615385,2.0
2001-04-11,2001,Man City,Arsenal,0,4,7,2,7,10,2,0,0,Home,-4,0.0,0.5714285714285714
2001-04-13,2001,Bradford,Charlton,2,0,4,8,3,13,1,0,3,Home,2,0.25,6.0
2001-04-13,2001,Liverpool,Leeds,1,2,11,5,8,19,3,1,0,Home,-1,0.2,1.2727272727272727
2001-04-14,2001,Arsenal,Middlesbrough,0,3,17,8,9,13,1,0,0,Home,-3,0.0,0.9411764705882353
2001-04-14,2001,Aston Villa,Everton,2,1,8,5,5,13,0,0,3,Home,1,0.4,2.25
2001-04-14,2001,Chelsea,Southampton,1,0,14,8,7,11,3,0,3,Home,1,0.125,1.4285714285714286
2001-04-14,2001,Ipswich,Newcastle,1,0,14,5,9,6,0,0,3,Home,1,0.2,1.0
2001-04-14,2001,Leicester,Man City,1,2,15,9,5,13,2,0,0,Home,-1,0.1111111111111111,1.4666666666666666
2001-04-14,2001,Man United,Coventry,4,2,28,13,9,9,1,0,3,Home,2,0.3076923076923077,1.5
2001-04-14,2001,Sunderland,Tottenham,2,3,13,4,3,12,1,0,0,Home,-1,0.5,1.2307692307692308
2001-04-14,2001,West Ham,Derby,3,1,18,10,3,10,0,0,3,Home,2,0.3,1.7777777777777777
2001-04-16,2001,Coventry,Sunderland,1,0,14,9,6,15,3,0,3,Home,1,0.1111111111111111,1.5714285714285714
2001-04-16,2001,Derby,Leicester,2,0,10,6,5,17,0,0,3,Home,2,0.3333333333333333,2.0
2001-04-16,2001,Everton,Liverpool,2,3,10,7,2,19,4,1,0,Home,-1,0.2857142857142857,2.2
2001-04-16,2001,Middlesbrough,Ipswich,1,2,4,1,5,8,0,0,0,Home,-1,1.0,1.5
2001-04-16,2001,Newcastle,West Ham,2,1,20,14,7,19,0,0,3,Home,1,0.14285714285714285,1.8
2001-04-17,2001,Charlton,Aston Villa,3,3,12,5,5,10,3,1,1,Home,0,0.6,1.8333333333333333
2001-04-17,2001,Tottenham,Chelsea,0,3,5,1,2,14,2,1,0,Home,-3,0.0,0.4
2001-04-21,2001,Arsenal,Everton,4,1,10,8,10,7,0,0,3,Home,3,0.5,3.2
2001-04-21,2001,Aston Villa,Southampton,0,0,9,2,4,10,1,0,1,Home,0,0.0,0.4444444444444444
2001-04-21,2001,Bradford,Derby,2,0,15,9,3,14,0,0,3,Home,2,0.2222222222222222,1.7333333333333334
2001-04-21,2001,Chelsea,Charlton,0,1,9,1,10,12,3,0,0,Home,-1,0.0,0.2222222222222222
2001-04-21,2001,Ipswich,Coventry,2,0,13,5,2,22,1,0,3,Home,2,0.4,1.3846153846153846
2001-04-21,2001,Leicester,Middlesbrough,0,3,15,4,12,13,3,0,0,Home,-3,0.0,0.5333333333333333
2001-04-21,2001,Man United,Man City,1,1,13,6,3,14,0,1,1,Home,0,0.16666666666666666,1.2307692307692308
2001-04-21,2001,Sunderland,Newcastle,1,1,16,10,4,17,5,0,1,Home,0,0.1,1.5
2001-04-21,2001,West Ham,Leeds,0,2,15,10,6,17,5,0,0,Home,-2,0.0,1.3333333333333333
2001-04-22,2001,Liverpool,Tottenham,3,1,14,8,6,10,1,0,3,Home,2,0.375,2.0
2001-04-28,2001,Coventry,Liverpool,0,2,11,4,7,15,3,0,0,Home,-2,0.0,0.7272727272727273
2001-04-28,2001,Derby,Arsenal,1,2,6,2,4,14,3,0,0,Home,-1,0.5,1.3333333333333333
2001-04-28,2001,Everton,Bradford,2,1,18,9,5,15,1,0,3,Home,1,0.2222222222222222,1.4444444444444444
2001-04-28,2001,Leeds,Chelsea,2,0,16,9,7,22,2,0,3,Home,2,0.2222222222222222,1.625
2001-04-28,2001,Man City,West Ham,1,0,16,9,10,19,3,0,3,Home,1,0.1111111111111111,1.375
2001-04-28,2001,Middlesbrough,Man United,0,2,18,3,4,13,2,0,0,Home,-2,0.0,0.3333333333333333
2001-04-28,2001,Newcastle,Leicester,1,0,20,6,12,15,1,0,3,Home,1,0.16666666666666666,0.8
2001-04-28,2001,Southampton,Sunderland,0,1,11,5,11,15,2,0,0,Home,-1,0.0,0.9090909090909091
2001-04-28,2001,Tottenham,Aston Villa,0,0,7,3,5,13,1,0,1,Home,0,0.0,0.8571428571428571
2001-04-30,2001,Charlton,Ipswich,2,1,10,7,2,17,0,0,3,Home,1,0.2857142857142857,2.2
2001-05-01,2001,Bradford,Liverpool,0,2,15,4,7,11,0,0,0,Home,-2,0.0,0.5333333333333333
2001-05-01,2001,Newcastle,Southampton,1,1,7,5,4,15,2,0,1,Home,0,0.2,2.0
2001-05-05,2001,Arsenal,Leeds,2,1,7,4,11,21,4,0,3,Home,1,0.5,2.2857142857142856
2001-05-05,2001,Aston Villa,Coventry,3,2,6,4,6,12,2,0,3,Home,1,0.75,3.3333333333333335
2001-05-05,2001,Bradford,Middlesbrough,1,1,10,7,6,25,4,0,1,Home,0,0.14285714285714285,1.8
2001-05-05,2001,Chelsea,Everton,2,1,13,5,8,19,1,0,3,Home,1,0.4,1.3846153846153846
2001-05-05,2001,Leicester,Tottenham,4,2,19,9,6,11,3,0,3,Home,2,0.4444444444444444,1.7894736842105263
2001-05-05,2001,Liverpool,Newcastle,3,0,12,5,2,11,0,0,3,Home,3,0.6,1.8333333333333333
2001-05-05,2001,Man United,Derby,0,1,11,6,13,13,1,0,0,Home,-1,0.0,1.0909090909090908
2001-05-05,2001,Sunderland,Charlton,3,2,17,11,8,17,1,0,3,Home,1,0.2727272727272727,2.0
2001-05-05,2001,West Ham,Southampton,3,0,16,12,5,18,2,0,3,Home,3,0.25,2.25
2001-05-07,2001,Ipswich,Man City,2,1,15,7,9,8,0,0,3,Home,1,0.2857142857142857,1.4666666666666666
2001-05-08,2001,Liverpool,Chelsea,2,2,16,8,6,14,1,0,1,Home,0,0.25,1.5
2001-05-13,2001,Leeds,Bradford,6,1,18,9,9,20,1,0,3,Home,5,0.6666666666666666,2.3333333333333335
2001-05-13,2001,Southampton,Man United,2,1,14,3,4,13,1,0,3,Home,1,0.6666666666666666,1.0
2001-05-15,2001,Newcastle,Arsenal,0,0,12,2,4,14,1,0,1,Home,0,0.0,0.3333333333333333
2001-05-19,2001,Charlton,Liverpool,0,4,12,10,10,7,1,0,0,Home,-4,0.0,1.6666666666666667
2001-05-19,2001,Coventry,Bradford,0,0,15,7,9,15,1,0,1,Home,0,0.0,0.9333333333333333
2001-05-19,2001,Derby,Ipswich,1,1,7,2,3,14,1,0,1,Home,0,0.5,1.1428571428571428
2001-05-19,2001,Everton,Sunderland,2,2,18,8,5,12,5,0,1,Home,0,0.25,1.3333333333333333
2001-05-19,2001,Leeds,Leicester,3,1,24,11,12,14,3,0,3,Home,2,0.2727272727272727,1.4166666666666667
2001-05-19,2001,Man City,Chelsea,1,2,3,1,8,22,4,0,0,Home,-1,1.0,2.0
2001-05-19,2001,Middlesbrough,West Ham,2,1,19,7,5,13,0,0,3,Home,1,0.2857142857142857,1.1578947368421053
2001-05-19,2001,Newcastle,Aston Villa,3,0,9,5,5,10,0,1,3,Home,3,0.6,2.4444444444444446
2001-05-19,2001,Southampton,Arsenal,3,2,11,7,7,17,1,0,3,Home,1,0.42857142857142855,2.3636363636363638
2001-05-19,2001,Tottenham,Man United,3,1,9,3,3,13,0,0,3,Home,2,1.0,2.0
2001-08-18,2001,Charlton,Everton,1,2,8,4,4,15,0,0,0,Home,-1,0.25,1.5
2001-08-18,2001,Derby,Blackburn,2,1,7,3,4,14,1,0,3,Home,1,0.6666666666666666,2.0
2001-08-18,2001,Leeds,Southampton,2,0,16,6,10,16,1,0,3,Home,2,0.3333333333333333,1.25
2001-08-18,2001,Leicester,Bolton,0,5,6,1,3,21,4,0,0,Home,-5,0.0,0.3333333333333333
2001-08-18,2001,Liverpool,West Ham,2,1,9,6,5,13,1,0,3,Home,1,0.3333333333333333,2.2222222222222223
2001-08-18,2001,Middlesbrough,Arsenal,0,4,6,2,2,13,2,1,0,Home,-4,0.0,0.6666666666666666
2001-08-18,2001,Sunderland,Ipswich,1,0,12,6,1,22,0,0,3,Home,1,0.16666666666666666,1.3333333333333333
2001-08-18,2001,Tottenham,Aston Villa,0,0,8,2,6,12,3,0,1,Home,0,0.0,0.5
2001-08-19,2001,Chelsea,Newcastle,1,1,13,8,12,19,3,0,1,Home,0,0.125,1.5384615384615385
2001-08-19,2001,Man United,Fulham,3,2,12,6,6,17,0,0,3,Home,1,0.5,2.0
2001-08-20,2001,Everton,Tottenham,1,1,18,11,8,15,3,0,1,Home,0,0.09090909090909091,1.4444444444444444
2001-08-21,2001,Arsenal,Leeds,1,2,14,5,10,28,4,0,0,Home,-1,0.2,1.0
2001-08-21,2001,Bolton,Middlesbrough,1,0,13,3,5,19,1,0,3,Home,1,0.3333333333333333,0.7692307692307693
2001-08-21,2001,Ipswich,Derby,3,1,30,18,19,21,0,0,3,Home,2,0.16666666666666666,1.6
2001-08-22,2001,Blackburn,Man United,2,2,12,5,3,18,2,1,1,Home,0,0.4,1.5
2001-08-22,2001,Fulham,Sunderland,2,0,13,5,8,18,0,0,3,Home,2,0.4,1.3846153846153846
2001-08-25,2001,Arsenal,Leicester,4,0,20,11,9,14,1,1,3,Home,4,0.36363636363636365,1.9
2001-08-25,2001,Blackburn,Tottenham,2,1,12,7,3,14,1,0,3,Home,1,0.2857142857142857,1.8333333333333333
2001-08-25,2001,Everton,Middlesbrough,2,0,7,5,3,25,2,0,3,Home,2,0.4,2.5714285714285716
2001-08-25,2001,Fulham,Derby,0,0,10,1,11,12,2,0,1,Home,0,0.0,0.2
2001-08-25,2001,Ipswich,Charlton,0,1,17,11,6,22,2,0,0,Home,-1,0.0,1.2941176470588236
2001-08-25,2001,Southampton,Chelsea,0,2,8,2,6,13,0,0,0,Home,-2,0.0,0.5
2001-08-25,2001,West Ham,Leeds,0,0,11,3,5,19,3,0,1,Home,0,0.0,0.5454545454545454
2001-08-26,2001,Aston Villa,Man United,1,1,11,4,5,9,0,0,1,Home,0,0.25,1.0909090909090908
2001-08-26,2001,Newcastle,Sunderland,1,1,16,6,10,19,2,0,1,Home,0,0.16666666666666666,1.0
2001-08-27,2001,Bolton,Liverpool,2,1,11,4,4,13,2,0,3,Home,1,0.5,1.4545454545454546
2001-09-08,2001,Chelsea,Arsenal,1,1,10,5,5,20,1,1,1,Home,0,0.2,1.4
2001-09-08,2001,Derby,West Ham,0,0,6,3,3,22,5,0,1,Home,0,0.0,1.0
2001-09-08,2001,Leeds,Bolton,0,0,11,6,7,13,1,0,1,Home,0,0.0,1.0909090909090908
2001-09-08,2001,Leicester,Ipswich,1,1,12,7,6,26,3,1,1,Home,0,0.14285714285714285,1.5
2001-09-08,2001,Liverpool,Aston Villa,1,3,12,7,7,19,3,1,0,Home,-2,0.14285714285714285,1.5
2001-09-08,2001,Man United,Everton,4,1,18,9,6,7,0,0,3,Home,3,0.4444444444444444,1.8888888888888888
2001-09-08,2001,Middlesbrough,Newcastle,1,4,8,4,3,15,1,1,0,Home,-3,0.25,1.5
2001-09-08,2001,Sunderland,Blackburn,1,0,11,4,4,9,2,0,3,Home,1,0.25,1.0909090909090908
2001-09-09,2001,Charlton,Fulham,1,1,7,4,5,22,2,0,1,Home,0,0.25,1.7142857142857142
2001-09-09,2001,Tottenham,Southampton,2,0,18,6,3,15,0,0,3,Home,2,0.3333333333333333,1.1111111111111112
2001-09-15,2001,Bolton,Southampton,0,1,4,0,3,11,1,0,0,Home,-1,0.0,0.0
2001-09-15,2001,Derby,Leicester,2,3,15,9,8,16,5,0,0,Home,-1,0.2222222222222222,1.7333333333333334
2001-09-15,2001,Everton,Liverpool,1,3,11,5,4,16,0,0,0,Home,-2,0.2,1.2727272727272727
2001-09-15,2001,Fulham,Arsenal,1,3,6,3,4,18,3,0,0,Home,-2,0.3333333333333333,1.6666666666666667
2001-09-15,2001,Middlesbrough,West Ham,2,0,13,5,8,16,2,0,3,Home,2,0.4,1.3846153846153846
2001-09-15,2001,Newcastle,Man United,4,3,15,8,8,17,2,0,3,Home,1,0.5,2.1333333333333333
2001-09-16,2001,Aston Villa,Sunderland,0,0,8,3,10,20,0,0,1,Home,0,0.0,0.75
2001-09-16,2001,Charlton,Leeds,0,2,9,4,8,13,2,1,0,Home,-2,0.0,0.8888888888888888
2001-09-16,2001,Ipswich,Blackburn,1,1,20,10,6,8,3,0,1,Home,0,0.1,1.2
2001-09-16,2001,Tottenham,Chelsea,2,3,11,4,6,10,1,0,0,Home,-1,0.5,1.4545454545454546
2001-09-17,2001,Leicester,Middlesbrough,1,2,10,5,4,19,0,0,0,Home,-1,0.2,1.4
2001-09-19,2001,Blackburn,Bolton,1,1,20,8,10,14,0,0,1,Home,0,0.125,1.0
2001-09-19,2001,Sunderland,Tottenham,1,2,14,8,11,9,1,0,0,Home,-1,0.125,1.4285714285714286
2001-09-22,2001,Arsenal,Bolton,1,1,23,12,17,9,1,0,1,Home,0,0.08333333333333333,1.2173913043478262
2001-09-22,2001,Blackburn,Everton,1,0,13,6,5,18,1,0,3,Home,1,0.16666666666666666,1.2307692307692308
2001-09-22,2001,Leicester,Fulham,0,0,12,5,4,15,2,0,1,Home,0,0.0,0.8333333333333334
2001-09-22,2001,Liverpool,Tottenham,1,0,14,6,2,12,0,0,3,Home,1,0.16666666666666666,1.1428571428571428
2001-09-22,2001,Man United,Ipswich,4,0,13,8,8,14,0,0,3,Home,4,0.5,2.4615384615384617
2001-09-22,2001,Sunderland,Charlton,2,2,22,13,9,20,2,0,1,Home,0,0.15384615384615385,1.5454545454545454
2001-09-23,2001,Chelsea,Middlesbrough,2,2,8,3,8,17,4,0,1,Home,0,0.6666666666666666,1.75
2001-09-23,2001,Leeds,Derby,3,0,19,10,9,26,1,0,3,Home,3,0.3,1.6842105263157894
2001-09-23,2001,West Ham,Newcastle,3,0,17,9,10,20,3,0,3,Home,3,0.3333333333333333,1.7647058823529411
2001-09-24,2001,Southampton,Aston Villa,1,3,12,4,2,15,1,1,0,Home,-2,0.25,1.0
2001-09-26,2001,Newcastle,Leicester,1,0,12,6,10,17,2,0,3,Home,1,0.16666666666666666,1.3333333333333333
2001-09-29,2001,Bolton,Sunderland,0,2,15,8,8,10,1,0,0,Home,-2,0.0,1.0666666666666667
2001-09-29,2001,Charlton,Leicester,2,0,14,12,4,12,1,1,3,Home,2,0.16666666666666666,2.2857142857142856
2001-09-29,2001,Derby,Arsenal,0,2,7,5,2,18,3,0,0,Home,-2,0.0,1.4285714285714286
2001-09-29,2001,Everton,West Ham,5,0,18,11,8,15,0,0,3,Home,5,0.45454545454545453,2.3333333333333335
2001-09-29,2001,Middlesbrough,Southampton,1,3,5,3,6,16,0,0,0,Home,-2,0.3333333333333333,2.0
2001-09-29,2001,Tottenham,Man United,3,5,7,3,4,16,3,0,0,Home,-2,1.0,2.5714285714285716
2001-09-30,2001,Aston Villa,Blackburn,2,0,5,2,2,9,2,0,3,Home,2,1.0,2.4
2001-09-30,2001,Fulham,Chelsea,1,1,4,1,5,5,1,0,1,Home,0,1.0,1.5
2001-09-30,2001,Ipswich,Leeds,1,2,11,6,10,8,0,0,0,Home,-1,0.16666666666666666,1.4545454545454546
2001-09-30,2001,Newcastle,Liverpool,0,2,7,3,7,14,1,0,0,Home,-2,0.0,0.8571428571428571
2001-10-13,2001,Bolton,Newcastle,0,4,9,3,7,10,2,1,0,Home,-4,0.0,0.6666666666666666
2001-10-13,2001,Charlton,Middlesbrough,0,0,8,4,13,14,2,0,1,Home,0,0.0,1.0
2001-10-13,2001,Chelsea,Leicester,2,0,22,10,5,9,0,0,3,Home,2,0.2,1.2727272727272727
2001-10-13,2001,Ipswich,Everton,0,0,7,4,8,8,0,0,1,Home,0,0.0,1.1428571428571428
2001-10-13,2001,Liverpool,Leeds,1,1,10,2,6,11,3,0,1,Home,0,0.5,0.8
2001-10-13,2001,Southampton,Arsenal,0,2,3,0,1,15,2,1,0,Home,-2,0.0,0.0
2001-10-13,2001,Sunderland,Man United,1,3,15,7,3,12,0,0,0,Home,-2,0.14285714285714285,1.2
2001-10-14,2001,Aston Villa,Fulham,2,0,9,3,5,9,1,0,3,Home,2,0.6666666666666666,1.5555555555555556
2001-10-14,2001,Blackburn,West Ham,7,1,24,14,7,8,1,0,3,Home,6,0.5,2.3333333333333335
2001-10-15,2001,Tottenham,Derby,3,1,24,12,16,11,0,0,3,Home,2,0.25,1.5
2001-10-20,2001,Arsenal,Blackburn,3,3,18,11,5,13,1,0,1,Home,0,0.2727272727272727,1.8888888888888888
2001-10-20,2001,Derby,Charlton,1,1,10,5,5,12,3,0,1,Home,0,0.2,1.4
2001-10-20,2001,Everton,Aston Villa,3,2,10,6,8,15,0,0,3,Home,1,0.5,2.4
2001-10-20,2001,Leicester,Liverpool,1,4,8,3,6,11,1,0,0,Home,-3,0.3333333333333333,1.25
2001-10-20,2001,Man United,Bolton,1,2,13,6,8,11,0,0,0,Home,-1,0.16666666666666666,1.2307692307692308
2001-10-20,2001,West Ham,Southampton,2,0,20,8,10,16,0,0,3,Home,2,0.25,1.2
2001-10-21,2001,Fulham,Ipswich,1,1,7,3,3,25,2,1,1,Home,0,0.3333333333333333,1.4285714285714286
2001-10-21,2001,Leeds,Chelsea,0,0,18,12,10,20,2,0,1,Home,0,0.0,1.3333333333333333
2001-10-21,2001,Newcastle,Tottenham,0,2,8,3,7,16,2,0,0,Home,-2,0.0,0.75
2001-10-22,2001,Middlesbrough,Sunderland,2,0,7,5,4,18,1,1,3,Home,2,0.4,2.5714285714285716
2001-10-24,2001,Aston Villa,Charlton,1,0,16,6,3,6,0,0,3,Home,1,0.16666666666666666,1.0
2001-10-24,2001,Southampton,Ipswich,3,3,11,6,4,14,2,0,1,Home,0,0.5,2.1818181818181817
2001-10-24,2001,West Ham,Chelsea,2,1,10,4,1,11,0,0,3,Home,1,0.5,1.6
2001-10-27,2001,Aston Villa,Bolton,3,2,10,7,6,13,2,0,3,Home,1,0.42857142857142855,2.6
2001-10-27,2001,Charlton,Liverpool,0,2,14,4,13,12,0,0,0,Home,-2,0.0,0.5714285714285714
2001-10-27,2001,Everton,Newcastle,1,3,18,8,13,8,1,0,0,Home,-2,0.125,1.1111111111111112
2001-10-27,2001,Fulham,Southampton,2,1,19,5,6,8,0,0,3,Home,1,0.4,0.9473684210526315
2001-10-27,2001,Man United,Leeds,1,1,18,6,6,16,3,0,1,Home,0,0.16666666666666666,0.8888888888888888
2001-10-27,2001,Sunderland,Arsenal,1,1,10,6,7,12,3,0,1,Home,0,0.16666666666666666,1.6
2001-10-27,2001,Tottenham,Middlesbrough,2,1,10,4,8,11,0,0,3,Home,1,0.5,1.6
2001-10-28,2001,Derby,Chelsea,1,1,13,8,4,14,1,0,1,Home,0,0.125,1.5384615384615385
2001-10-28,2001,Ipswich,West Ham,2,3,12,8,8,16,2,0,0,Home,-1,0.25,2.0
2001-10-29,2001,Blackburn,Leicester,0,0,12,3,7,11,6,0,1,Home,0,0.0,0.5
2001-11-03,2001,Bolton,Everton,2,2,16,8,9,13,4,1,1,Home,0,0.25,1.5
2001-11-03,2001,Leicester,Sunderland,1,0,9,5,7,13,1,0,3,Home,1,0.2,1.5555555555555556
2001-11-03,2001,Middlesbrough,Derby,5,1,11,7,6,10,0,0,3,Home,4,0.7142857142857143,3.090909090909091
